epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,11147.6,1.77428,1.6811,2.29385,0.48335,0.25521,0.24857,0.10504,4.44897,6.12314,4.94085,0.0008186,0.0008186,0.0008186
181,11209.2,1.72872,1.80805,2.31938,0.40349,0.29167,0.24,0.10491,4.45093,6.02172,4.90045,0.000812,0.000812,0.000812
182,11271.4,1.66131,1.61594,2.24024,0.42973,0.28125,0.23073,0.10215,4.42262,6.13019,4.79796,0.0008054,0.0008054,0.0008054
183,11332.9,1.75587,1.73694,2.29153,0.49593,0.26042,0.2394,0.10537,4.39806,6.18855,4.80804,0.0007988,0.0007988,0.0007988
184,11394.4,1.65567,1.63003,2.26053,0.44229,0.29688,0.25229,0.11124,4.46771,6.10102,4.88136,0.0007922,0.0007922,0.0007922
185,11455.6,1.65723,1.60094,2.29914,0.43346,0.30729,0.2609,0.11229,4.40132,6.2404,4.83313,0.0007856,0.0007856,0.0007856
186,11517.1,1.70475,1.68465,2.26994,0.4351,0.30729,0.25603,0.11409,4.45747,6.3894,4.87907,0.000779,0.000779,0.000779
187,11578.3,1.76744,1.73923,2.37069,0.4627,0.31771,0.25767,0.11086,4.46603,6.56929,4.92625,0.0007724,0.0007724,0.0007724
188,11639.7,1.67064,1.56295,2.28601,0.50653,0.29405,0.24977,0.11098,4.53559,6.54597,4.94044,0.0007658,0.0007658,0.0007658
189,11701.2,1.59778,1.5549,2.18684,0.47812,0.29688,0.25262,0.11206,4.55934,6.52957,4.96718,0.0007592,0.0007592,0.0007592
190,11762.4,1.54397,1.55184,2.18696,0.48274,0.31771,0.23762,0.10365,4.46427,6.60763,4.84403,0.0007526,0.0007526,0.0007526
191,11823.3,1.69672,1.64054,2.28332,0.46066,0.31771,0.23747,0.10774,4.5898,6.44946,4.86923,0.000746,0.000746,0.000746
192,11884.6,1.61427,1.529,2.20216,0.45136,0.3125,0.24333,0.11087,4.48892,6.52374,4.77847,0.0007394,0.0007394,0.0007394
193,11945.9,1.7339,1.71916,2.30249,0.52155,0.27253,0.24486,0.11042,4.42208,6.50771,4.72743,0.0007328,0.0007328,0.0007328
194,12008,1.73561,1.64162,2.30035,0.56132,0.28125,0.25885,0.11322,4.43513,6.36763,4.70626,0.0007262,0.0007262,0.0007262
195,12069.2,1.61198,1.5287,2.21887,0.56578,0.28646,0.2668,0.11494,4.43151,6.24555,4.75573,0.0007196,0.0007196,0.0007196
196,12130.7,1.65867,1.54614,2.22366,0.50561,0.30729,0.26183,0.11641,4.38435,6.30721,4.79335,0.000713,0.000713,0.000713
197,12192.4,1.7238,1.66657,2.29872,0.50727,0.3125,0.25208,0.11217,4.36115,6.37781,4.81858,0.0007064,0.0007064,0.0007064
198,12253.8,1.52683,1.40593,2.17162,0.52307,0.3125,0.24069,0.10274,4.3478,6.44379,4.86686,0.0006998,0.0006998,0.0006998
199,12315.6,1.59501,1.51426,2.21619,0.46713,0.31505,0.21972,0.08856,4.44692,6.33323,4.9204,0.0006932,0.0006932,0.0006932
200,12376.9,1.5974,1.56689,2.21056,0.44363,0.3125,0.22347,0.09632,4.54169,6.21971,4.94794,0.0006866,0.0006866,0.0006866
201,12438,1.68792,1.5129,2.30791,0.46538,0.30729,0.23221,0.10193,4.60836,6.20682,4.99488,0.00068,0.00068,0.00068
202,12499.5,1.56343,1.5032,2.1958,0.46759,0.28125,0.23074,0.10075,4.65592,6.23103,5.07392,0.0006734,0.0006734,0.0006734
203,12561,1.55485,1.51547,2.18376,0.4648,0.2895,0.22713,0.10054,4.66624,6.31087,5.04799,0.0006668,0.0006668,0.0006668
204,12622.5,1.63567,1.52756,2.21643,0.41637,0.28125,0.21903,0.10295,4.58632,6.45119,5.01868,0.0006602,0.0006602,0.0006602
205,12683.6,1.58219,1.47402,2.23799,0.43258,0.28125,0.22249,0.10574,4.60439,6.42032,5.06621,0.0006536,0.0006536,0.0006536
206,12744.7,1.65926,1.55059,2.21253,0.39751,0.28125,0.22191,0.10556,4.55563,6.42481,5.03068,0.000647,0.000647,0.000647
207,12806.3,1.62084,1.5898,2.25039,0.45065,0.27083,0.23233,0.11553,4.47544,6.38075,4.9871,0.0006404,0.0006404,0.0006404
208,12868.2,1.58415,1.58526,2.18041,0.45002,0.26562,0.2328,0.11501,4.44144,6.45747,4.89374,0.0006338,0.0006338,0.0006338
209,12929.8,1.67631,1.52992,2.23784,0.39261,0.29167,0.2225,0.10785,4.44102,6.46111,4.85412,0.0006272,0.0006272,0.0006272
210,12991.6,1.57912,1.50037,2.21173,0.44651,0.28646,0.24524,0.12069,4.45334,6.31276,4.86973,0.0006206,0.0006206,0.0006206
211,13052.6,1.58823,1.46347,2.24753,0.52052,0.26042,0.2387,0.12226,4.4192,6.40762,4.78255,0.000614,0.000614,0.000614
212,13114.6,1.66074,1.5309,2.25709,0.52484,0.27083,0.23331,0.11897,4.38946,6.58907,4.60843,0.0006074,0.0006074,0.0006074
213,13175.9,1.56507,1.49326,2.21305,0.44441,0.28646,0.23654,0.11853,4.37184,6.66712,4.65073,0.0006008,0.0006008,0.0006008
214,13237.4,1.64162,1.48943,2.23208,0.47381,0.26562,0.23131,0.11058,4.34836,6.75807,4.62852,0.0005942,0.0005942,0.0005942
215,13299.1,1.61596,1.53789,2.23039,0.44813,0.27914,0.23204,0.10254,4.39321,6.84021,4.6377,0.0005876,0.0005876,0.0005876
216,13360.5,1.56431,1.49409,2.24722,0.42536,0.3125,0.23907,0.10362,4.4876,6.74353,4.74815,0.000581,0.000581,0.000581
217,13421.7,1.59606,1.49836,2.20002,0.43206,0.29688,0.23819,0.10981,4.51494,6.70681,4.78789,0.0005744,0.0005744,0.0005744
218,13482.9,1.58387,1.51058,2.21348,0.45308,0.28478,0.23754,0.11382,4.4178,6.82353,4.70869,0.0005678,0.0005678,0.0005678
219,13543.9,1.57752,1.5073,2.19775,0.45415,0.29688,0.24411,0.11809,4.44191,6.60488,4.80684,0.0005612,0.0005612,0.0005612
220,13604.8,1.45385,1.51556,2.16453,0.47466,0.29167,0.24333,0.11764,4.44656,6.69117,4.88442,0.0005546,0.0005546,0.0005546
221,13665.8,1.52445,1.48503,2.18717,0.48148,0.29986,0.24116,0.1145,4.48587,6.67735,4.9994,0.000548,0.000548,0.000548
222,13727.1,1.42363,1.34759,2.13593,0.42991,0.29688,0.24029,0.11101,4.47704,6.77903,5.00397,0.0005414,0.0005414,0.0005414
223,13788,1.55339,1.51363,2.24764,0.45291,0.29167,0.23326,0.10586,4.41762,6.91737,4.9272,0.0005348,0.0005348,0.0005348
224,13849.6,1.49833,1.50546,2.16499,0.47813,0.29167,0.24508,0.1101,4.41877,6.736,4.96738,0.0005282,0.0005282,0.0005282
225,13910.4,1.44067,1.35427,2.1307,0.44851,0.30729,0.254,0.11645,4.40548,6.70292,4.98579,0.0005216,0.0005216,0.0005216
226,13971.5,1.42143,1.37027,2.15213,0.47775,0.30208,0.24611,0.11873,4.50082,6.55321,5.08745,0.000515,0.000515,0.000515
227,14032.7,1.58943,1.60847,2.22816,0.46916,0.30729,0.24608,0.11849,4.44686,6.61759,5.00945,0.0005084,0.0005084,0.0005084
228,14094.3,1.48294,1.52791,2.17218,0.44497,0.3125,0.24358,0.11381,4.41767,6.77716,5.03495,0.0005018,0.0005018,0.0005018
229,14155.5,1.44508,1.45815,2.17721,0.43886,0.29688,0.25332,0.11402,4.43011,6.72444,5.05926,0.0004952,0.0004952,0.0004952
230,14216.8,1.5442,1.45112,2.21377,0.52758,0.29167,0.25203,0.1096,4.45609,6.70564,5.09268,0.0004886,0.0004886,0.0004886
231,14278.6,1.5308,1.4988,2.18463,0.50678,0.28646,0.24172,0.10391,4.46945,6.69985,5.0585,0.000482,0.000482,0.000482
232,14340.4,1.51369,1.40725,2.1925,0.48281,0.28201,0.23985,0.10618,4.42703,6.67793,5.03675,0.0004754,0.0004754,0.0004754
233,14405.8,1.60145,1.49855,2.22415,0.44826,0.29197,0.2382,0.105,4.41789,6.674,5.05402,0.0004688,0.0004688,0.0004688
234,14468.5,1.45017,1.45348,2.20113,0.43063,0.28363,0.22725,0.10208,4.37684,6.68508,4.99179,0.0004622,0.0004622,0.0004622
235,14530,1.53005,1.37768,2.15585,0.4351,0.30729,0.23106,0.10316,4.39887,6.7223,5.01849,0.0004556,0.0004556,0.0004556
236,14591.5,1.4248,1.39069,2.1653,0.43559,0.28646,0.23567,0.10707,4.49324,6.71258,5.05005,0.000449,0.000449,0.000449
237,14652.3,1.44161,1.39386,2.14125,0.42369,0.30729,0.24098,0.10677,4.50939,6.75391,5.05411,0.0004424,0.0004424,0.0004424
238,14714.3,1.55308,1.4631,2.20442,0.44761,0.28646,0.24062,0.10957,4.48889,6.78755,5.04953,0.0004358,0.0004358,0.0004358
239,14775.1,1.45159,1.37071,2.18931,0.43875,0.29167,0.25261,0.12108,4.46803,6.74034,5.00894,0.0004292,0.0004292,0.0004292
240,14837.2,1.47429,1.46876,2.18772,0.46146,0.29167,0.25557,0.1256,4.41907,6.75616,5.00327,0.0004226,0.0004226,0.0004226
241,14897.8,1.47203,1.37732,2.15137,0.46995,0.29092,0.25603,0.128,4.39555,6.77169,4.95903,0.000416,0.000416,0.000416
242,14958.8,1.40888,1.41617,2.12915,0.46294,0.28125,0.24284,0.12138,4.37976,6.793,4.95276,0.0004094,0.0004094,0.0004094
243,15020.1,1.44261,1.39943,2.15147,0.47294,0.29167,0.2469,0.11807,4.43539,6.80776,5.03456,0.0004028,0.0004028,0.0004028
244,15080.6,1.4006,1.32871,2.09304,0.50192,0.29688,0.24733,0.11453,4.45934,6.84539,5.06706,0.0003962,0.0003962,0.0003962
245,15141.8,1.4986,1.49122,2.16413,0.5021,0.29413,0.25059,0.11424,4.48991,6.85007,5.0995,0.0003896,0.0003896,0.0003896
246,15202.6,1.38706,1.35983,2.134,0.47033,0.29167,0.24279,0.1164,4.45152,6.76256,5.10975,0.000383,0.000383,0.000383
247,15263.9,1.49668,1.3883,2.18077,0.48382,0.30729,0.24273,0.11472,4.33541,6.7989,4.98185,0.0003764,0.0003764,0.0003764
248,15325.1,1.44656,1.38243,2.15924,0.48216,0.30729,0.23848,0.10989,4.35125,6.79845,5.01845,0.0003698,0.0003698,0.0003698
249,15386.3,1.58749,1.52631,2.18033,0.47535,0.30208,0.23837,0.11485,4.38298,6.77879,5.05394,0.0003632,0.0003632,0.0003632
250,15447.5,1.42706,1.39272,2.10544,0.49192,0.28646,0.23507,0.11188,4.43154,6.80828,5.08722,0.0003566,0.0003566,0.0003566
251,15508.6,1.43361,1.24715,2.16177,0.47553,0.29279,0.23917,0.11217,4.44613,6.83193,5.09029,0.00035,0.00035,0.00035
252,15570.4,1.51789,1.41582,2.16089,0.49962,0.29688,0.24251,0.1107,4.46906,6.86177,5.04082,0.0003434,0.0003434,0.0003434
253,15631,1.431,1.41072,2.16643,0.50248,0.29167,0.24224,0.1091,4.4605,6.92339,5.05149,0.0003368,0.0003368,0.0003368
254,15692,1.43897,1.43778,2.13372,0.50945,0.2975,0.24372,0.11211,4.44985,6.94002,5.06324,0.0003302,0.0003302,0.0003302
255,15753.3,1.41023,1.39909,2.14566,0.47754,0.29688,0.2556,0.12138,4.40755,7.00714,5.00565,0.0003236,0.0003236,0.0003236
256,15814.3,1.44577,1.38376,2.14115,0.49422,0.30208,0.26505,0.1264,4.37168,6.92388,5.003,0.000317,0.000317,0.000317
257,15875.7,1.38769,1.3316,2.09582,0.47763,0.29688,0.26203,0.12666,4.37124,6.92081,4.98861,0.0003104,0.0003104,0.0003104
258,15936.5,1.41475,1.34808,2.14182,0.4838,0.30208,0.25773,0.1267,4.37261,6.86828,4.98704,0.0003038,0.0003038,0.0003038
259,15997.5,1.42635,1.4963,2.13621,0.4971,0.28646,0.24684,0.11948,4.38412,6.84471,4.98313,0.0002972,0.0002972,0.0002972
260,16058.6,1.37494,1.31102,2.15731,0.4861,0.28646,0.25092,0.1233,4.37325,6.87587,5.00137,0.0002906,0.0002906,0.0002906
261,16119.6,1.39293,1.46781,2.11643,0.50218,0.28646,0.25335,0.12356,4.39435,6.86548,5.04164,0.000284,0.000284,0.000284
262,16180.8,1.39646,1.44377,2.13303,0.51959,0.28646,0.24742,0.11997,4.43806,6.83039,5.00667,0.0002774,0.0002774,0.0002774
263,16242.2,1.24915,1.31182,2.06105,0.5097,0.29167,0.24018,0.11803,4.47303,6.82238,5.02724,0.0002708,0.0002708,0.0002708
264,16303.7,1.50224,1.51692,2.17732,0.49264,0.28125,0.23701,0.11468,4.48419,6.75688,5.01629,0.0002642,0.0002642,0.0002642
265,16365,1.44486,1.34591,2.17218,0.47237,0.28646,0.23644,0.11578,4.47124,6.75847,5.02455,0.0002576,0.0002576,0.0002576
266,16426.4,1.42221,1.32902,2.09724,0.47147,0.29167,0.23807,0.11585,4.50081,6.73414,5.07325,0.000251,0.000251,0.000251
267,16488.9,1.3909,1.39304,2.15746,0.48619,0.27604,0.23176,0.10859,4.50192,6.75441,5.08205,0.0002444,0.0002444,0.0002444
268,16550.4,1.35176,1.3391,2.10952,0.46441,0.28001,0.22888,0.10662,4.53695,6.79712,5.10181,0.0002378,0.0002378,0.0002378
269,16612.2,1.36418,1.3818,2.09096,0.48352,0.26562,0.22903,0.10843,4.52811,6.84343,5.0949,0.0002312,0.0002312,0.0002312
270,16673.2,1.35256,1.30849,2.07935,0.47371,0.26562,0.23603,0.11012,4.53068,6.8906,5.12896,0.0002246,0.0002246,0.0002246
271,16734.7,1.38518,1.36082,2.11934,0.49004,0.27527,0.23599,0.1105,4.56068,6.89703,5.16072,0.000218,0.000218,0.000218
272,16796.1,1.38558,1.36312,2.10086,0.4908,0.27083,0.23941,0.11449,4.52799,6.92974,5.12641,0.0002114,0.0002114,0.0002114
273,16857.6,1.32725,1.2983,2.08526,0.47618,0.27083,0.24074,0.11455,4.53294,6.92915,5.13429,0.0002048,0.0002048,0.0002048
274,16918.2,1.38259,1.28137,2.09049,0.4277,0.28805,0.23979,0.11233,4.51998,6.95004,5.122,0.0001982,0.0001982,0.0001982
275,16978.7,1.31523,1.28301,2.09037,0.43118,0.28646,0.23873,0.11116,4.50272,6.91826,5.13181,0.0001916,0.0001916,0.0001916
276,17039.9,1.4179,1.32806,2.12055,0.45985,0.30208,0.25342,0.114,4.51633,6.88972,5.13248,0.000185,0.000185,0.000185
277,17101.1,1.36686,1.36115,2.14722,0.46353,0.30729,0.25339,0.11376,4.46787,6.87143,5.11005,0.0001784,0.0001784,0.0001784
278,17163,1.33013,1.29494,2.0851,0.45189,0.30208,0.23776,0.10926,4.43659,6.86977,5.09586,0.0001718,0.0001718,0.0001718
279,17224.1,1.30173,1.22163,2.06189,0.4376,0.29167,0.2333,0.10724,4.44168,6.8794,5.06683,0.0001652,0.0001652,0.0001652
280,17285.2,1.31994,1.28832,2.12311,0.42128,0.28646,0.22119,0.10014,4.46071,6.92161,5.0627,0.0001586,0.0001586,0.0001586
281,17346.2,1.28707,1.23644,2.0737,0.43356,0.28125,0.22005,0.09874,4.42711,6.94609,5.03051,0.000152,0.000152,0.000152
282,17407,1.23716,1.22656,2.07806,0.45658,0.28125,0.2189,0.09665,4.4133,6.93896,5.03275,0.0001454,0.0001454,0.0001454
283,17468.4,1.34083,1.27309,2.09595,0.46292,0.28125,0.21774,0.09639,4.41605,6.97725,5.0453,0.0001388,0.0001388,0.0001388
284,17529.4,1.31694,1.26098,2.11256,0.4711,0.28125,0.21975,0.099,4.43016,7.012,5.05607,0.0001322,0.0001322,0.0001322
285,17590.5,1.2941,1.34211,2.04704,0.42874,0.28125,0.21938,0.09882,4.43787,7.01002,5.05588,0.0001256,0.0001256,0.0001256
286,17651.3,1.23822,1.1974,2.07082,0.41967,0.29167,0.2215,0.10046,4.47901,7.0014,5.11092,0.000119,0.000119,0.000119
287,17712.3,1.32982,1.38196,2.04601,0.41182,0.29174,0.22702,0.10263,4.51682,7.02257,5.13767,0.0001124,0.0001124,0.0001124
288,17773.7,1.29557,1.27327,2.08435,0.44394,0.27445,0.2306,0.10555,4.49952,7.04922,5.15678,0.0001058,0.0001058,0.0001058
289,17834.4,1.32329,1.26069,2.10884,0.42563,0.28646,0.22993,0.10456,4.49293,7.03998,5.16169,9.92e-05,9.92e-05,9.92e-05
290,17895.8,1.28321,1.29219,2.10781,0.4383,0.28646,0.23595,0.10732,4.48524,7.04414,5.17744,9.26e-05,9.26e-05,9.26e-05
291,17956.3,1.35924,1.55345,2.15587,0.41451,0.28646,0.23692,0.10672,4.49724,6.98122,5.18793,8.6e-05,8.6e-05,8.6e-05
292,18022.8,1.32532,1.4538,2.09867,0.4231,0.29167,0.23786,0.10646,4.52397,6.88142,5.22687,7.94e-05,7.94e-05,7.94e-05
293,18083.6,1.31671,1.36843,2.09645,0.43598,0.30195,0.24206,0.10771,4.51606,6.89245,5.23077,7.28e-05,7.28e-05,7.28e-05
294,18143.7,1.22332,1.28071,2.06043,0.43228,0.29167,0.24106,0.10642,4.52558,6.88393,5.24566,6.62e-05,6.62e-05,6.62e-05
295,18204.4,1.19942,1.30248,2.04064,0.42635,0.2942,0.23666,0.10417,4.45598,6.98902,5.20106,5.96e-05,5.96e-05,5.96e-05
296,18264.9,1.20321,1.17483,2.05234,0.43448,0.29688,0.23363,0.10316,4.47759,6.89853,5.25217,5.3e-05,5.3e-05,5.3e-05
297,18327.7,1.23365,1.19323,2.05029,0.43351,0.29688,0.23306,0.10468,4.47589,6.89885,5.24635,4.64e-05,4.64e-05,4.64e-05
298,18392.3,1.28121,1.24347,2.08667,0.43364,0.30208,0.23208,0.10379,4.46459,6.90759,5.2407,3.98e-05,3.98e-05,3.98e-05
299,18452.5,1.26571,1.23302,2.12172,0.41961,0.29688,0.23386,0.10488,4.48407,6.90751,5.22606,3.32e-05,3.32e-05,3.32e-05
300,18512.8,1.20169,1.25053,2.03114,0.41528,0.29688,0.23301,0.10407,4.479,6.90483,5.2102,2.66e-05,2.66e-05,2.66e-05
